Date,EPU
2017-09-05,61.55705378
2017-09-06,61.55705378
2017-09-07,61.55705378
2017-09-08,61.55705378
2017-09-09,61.55705378
2017-09-10,61.55705378
2017-09-11,61.55705378
2017-09-12,61.55705378
2017-09-13,61.55705378
2017-09-14,61.55705378
2017-09-15,61.55705378
2017-09-16,61.55705378
2017-09-17,61.55705378
2017-09-18,61.55705378
2017-09-19,61.55705378
2017-09-20,61.55705378
2017-09-21,61.55705378
2017-09-22,61.55705378
2017-09-23,61.55705378
2017-09-24,61.55705378
2017-09-25,61.55705378
2017-09-26,61.55705378
2017-09-27,61.55705378
2017-09-28,61.55705378
2017-09-29,61.55705378
2017-09-30,61.55705378
2017-10-01,110.0621941
2017-10-02,110.0621941
2017-10-03,110.0621941
2017-10-04,110.0621941
2017-10-05,110.0621941
2017-10-06,110.0621941
2017-10-07,110.0621941
2017-10-08,110.0621941
2017-10-09,110.0621941
2017-10-10,110.0621941
2017-10-11,110.0621941
2017-10-12,110.0621941
2017-10-13,110.0621941
2017-10-14,110.0621941
2017-10-15,110.0621941
2017-10-16,110.0621941
2017-10-17,110.0621941
2017-10-18,110.0621941
2017-10-19,110.0621941
2017-10-20,110.0621941
2017-10-21,110.0621941
2017-10-22,110.0621941
2017-10-23,110.0621941
2017-10-24,110.0621941
2017-10-25,110.0621941
2017-10-26,110.0621941
2017-10-27,110.0621941
2017-10-28,110.0621941
2017-10-29,110.0621941
2017-10-30,110.0621941
2017-10-31,110.0621941
2017-11-01,68.65737015
2017-11-02,68.65737015
2017-11-03,68.65737015
2017-11-04,68.65737015
2017-11-05,68.65737015
2017-11-06,68.65737015
2017-11-07,68.65737015
2017-11-08,68.65737015
2017-11-09,68.65737015
2017-11-10,68.65737015
2017-11-11,68.65737015
2017-11-12,68.65737015
2017-11-13,68.65737015
2017-11-14,68.65737015
2017-11-15,68.65737015
2017-11-16,68.65737015
2017-11-17,68.65737015
2017-11-18,68.65737015
2017-11-19,68.65737015
2017-11-20,68.65737015
2017-11-21,68.65737015
2017-11-22,68.65737015
2017-11-23,68.65737015
2017-11-24,68.65737015
2017-11-25,68.65737015
2017-11-26,68.65737015
2017-11-27,68.65737015
2017-11-28,68.65737015
2017-11-29,68.65737015
2017-11-30,68.65737015
2017-12-01,72.42334074
2017-12-02,72.42334074
2017-12-03,72.42334074
2017-12-04,72.42334074
2017-12-05,72.42334074
2017-12-06,72.42334074
2017-12-07,72.42334074
2017-12-08,72.42334074
2017-12-09,72.42334074
2017-12-10,72.42334074
2017-12-11,72.42334074
